local_day,latitude,longitude,irt_shade_day_mean,irt_shade_day_peak,irt_swbgt_day_mean,irt_swbgt_day_peak,bernard_day_mean,bernard_day_peak,liljegren_day_mean,liljegren_day_peak,t_c_day_mean,t_c_day_peak,rh_day_mean,irt_shade_deployed,irt_swbgt_deployed
2024-05-21,16.75,81.0,29.127651456701457,31.146259077663913,35.58797909882841,37.894890732077926,29.16742290742322,31.134295048834666,30.438119072435416,35.132129964457135,32.11977,36.1326,72.4992439608669,29.21829252557052,35.763515589787616
2024-05-21,17.0,77.0,27.62421695001584,30.003748474554364,33.14376539562674,35.5852942434536,27.654010285881625,29.9214385479061,29.090811856242528,34.48536718550912,32.375385,37.673737,58.18214946553252,27.78243512236969,33.379328724756746
2024-05-21,17.0,77.25,27.46623084119078,29.796290852570493,33.0121673496623,35.415349736089915,27.503382280737743,29.729180264064617,29.011183780989157,34.29095309416118,31.865295,36.87613,60.793862003941534,27.624457266753218,33.25834769877344
2024-05-21,17.0,77.5,27.27050496972957,29.75303741610155,32.87661476513128,35.6417541296215,27.31862366247704,29.719145526409164,28.89980341505658,34.219372547451314,31.124084,35.97574,64.90365468702049,27.41060660772903,33.103430569792856
2024-05-21,17.0,77.75,27.023909645119588,29.635500719383963,32.64236790970612,35.65340836089597,27.080273037482815,29.624647790834082,28.674035275519937,34.651183851448366,30.479227,35.13199,67.97655557596154,27.148814356280774,32.847055557199305
2024-05-21,17.0,78.0,26.807116888672354,29.247650568527,32.36540240573734,35.0704365129443,26.86640201195414,29.23382634875287,28.39593289480544,34.232435334129946,30.235086,34.827057,68.10832883233464,26.932050824029083,32.56941595110756
2024-05-21,17.0,78.25,26.78263473189807,29.188200272891347,32.28726787415536,34.97657520545695,26.83939559923348,29.173237899981856,28.281424950741854,33.9556644185044,30.425272,35.07486,66.38774978802327,26.920206684751427,32.50973693983053
2024-05-21,17.0,78.5,26.94994937484039,29.631382237839922,32.41994057079241,35.56623894051881,26.997857509824097,29.610188947403564,28.33978522834495,32.36438334589798,30.961893,35.822052,63.619115239458715,27.110842006846227,32.679686503892825
2024-05-21,17.0,78.75,27.54325182998056,29.330699337035597,33.07398325257045,34.85677904928147,27.571517982375838,29.272802554243235,28.863007411700337,32.55163583421984,32.022278,36.834625,60.81425205284513,27.773036497355754,33.45160759658014
2024-05-21,17.0,79.0,28.39615464096777,30.203743356692023,34.060261844175095,35.73556686111011,28.404368875848107,30.11341690702924,29.69105105456372,33.166183343859814,33.4693,38.484283,57.26476990048901,28.678401819837067,34.516695216790524
